Error: That port is already in use.
[15/Jul/2019 15:28:35] "POST /admin/rules/rulelist/2/change/ HTTP/1.1" 302 0
[15/Jul/2019 15:28:35] "GET /admin/rules/rulelist/ HTTP/1.1" 200 5925
[15/Jul/2019 15:28:35] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[15/Jul/2019 15:28:37] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7153
[15/Jul/2019 15:28:37] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[15/Jul/2019 15:28:38] "GET /admin/rules/rulelist/2/history/ HTTP/1.1" 200 4569
[15/Jul/2019 15:28:57] "GET /admin/rules/ HTTP/1.1" 200 2207
[15/Jul/2019 15:28:59] "GET /admin/ HTTP/1.1" 200 8214
[15/Jul/2019 15:29:00] "GET /admin/auth/user/ HTTP/1.1" 200 6485
[15/Jul/2019 15:29:00] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[15/Jul/2019 16:11:42] "GET /admin/ HTTP/1.1" 200 8214
[15/Jul/2019 16:11:42] "GET /static/admin/css/base.css HTTP/1.1" 304 0
[15/Jul/2019 16:11:42] "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
[15/Jul/2019 16:11:44] "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
[15/Jul/2019 16:11:45] "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 200 392
[15/Jul/2019 16:11:45] "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
[15/Jul/2019 16:11:45] "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
[15/Jul/2019 16:11:45] "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 81348
[15/Jul/2019 16:11:45] "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 80304
[15/Jul/2019 16:11:45] "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 200 82564
[16/Jul/2019 11:41:45] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6292
[16/Jul/2019 11:41:45] "GET /static/admin/css/base.css HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:41:45] "GET /static/admin/js/core.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/css/fonts.css HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/js/actions.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/img/search.svg HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 304 0
[16/Jul/2019 11:41:45] "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 304 0
Not Found: /favicon.ico
[16/Jul/2019 11:41:45] "GET /favicon.ico HTTP/1.1" 404 1992
[16/Jul/2019 11:41:49] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 11:41:49] "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
[16/Jul/2019 11:41:49] "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
[16/Jul/2019 11:41:49] "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 304 0
[16/Jul/2019 11:41:49] "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
[16/Jul/2019 11:41:53] "GET /admin/firetemplate/system/ HTTP/1.1" 200 6090
[16/Jul/2019 11:41:53] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:41:56] "GET /admin/firetemplate/system/1/change/ HTTP/1.1" 200 5099
[16/Jul/2019 11:41:56] "GET /static/admin/css/forms.css HTTP/1.1" 304 0
[16/Jul/2019 11:41:56] "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:56] "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
[16/Jul/2019 11:41:56] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:41:56] "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
[16/Jul/2019 11:41:57] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 11:42:11] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6292
[16/Jul/2019 11:42:11] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:42:14] "GET /admin/firetemplate/firewalltemplate/3/change/ HTTP/1.1" 200 6451
[16/Jul/2019 11:42:14] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:42:18] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 11:42:22] "GET /admin/rules/rulelist/add/ HTTP/1.1" 200 6836
[16/Jul/2019 11:42:22] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:42:30] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 11:42:33] "GET /admin/hosts/host/add/ HTTP/1.1" 200 7442
[16/Jul/2019 11:42:33] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:42:40] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 11:44:11] "GET /admin/firetemplate/system/ HTTP/1.1" 200 6090
[16/Jul/2019 11:44:12] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 11:44:14] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 15:08:39] "GET /admin/firetemplate/system/ HTTP/1.1" 200 6090
[16/Jul/2019 15:08:39] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:08:49] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 15:08:52] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6292
[16/Jul/2019 15:08:52] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:08:54] "GET /admin/firetemplate/firewalltemplate/3/change/ HTTP/1.1" 200 6451
[16/Jul/2019 15:08:54] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:09:15] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 15:12:40] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6292
[16/Jul/2019 15:12:40] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:12:43] "GET /admin/firetemplate/firewalltemplate/3/change/ HTTP/1.1" 200 6451
[16/Jul/2019 15:12:43] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:12:54] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 15:13:13] "GET /admin/firetemplate/system/ HTTP/1.1" 200 6090
[16/Jul/2019 15:13:13] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:13:15] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 15:15:00] "GET /admin/firetemplate/system/ HTTP/1.1" 200 6090
[16/Jul/2019 15:15:00] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:15:08] "GET /admin/ HTTP/1.1" 200 8214
[16/Jul/2019 15:15:10] "GET /admin/firetemplate/system/add/ HTTP/1.1" 200 4851
[16/Jul/2019 15:15:10] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
/usr/lib64/python2.7/site-packages/django/db/models/fields/__init__.py:1451: RuntimeWarning: DateTimeField System.add_time received a naive datetime (2019-07-16 15:15:22.873711) while time zone support is active.
  RuntimeWarning)
[16/Jul/2019 15:15:22] "POST /admin/firetemplate/system/add/ HTTP/1.1" 302 0
[16/Jul/2019 15:15:22] "GET /admin/firetemplate/system/add/ HTTP/1.1" 200 5088
[16/Jul/2019 15:15:23] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:15:23] "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
[16/Jul/2019 15:15:25] "GET /admin/ HTTP/1.1" 200 8274
[16/Jul/2019 15:15:26] "GET /admin/firetemplate/system/ HTTP/1.1" 200 6504
[16/Jul/2019 15:15:26] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:15:31] "GET /admin/ HTTP/1.1" 200 8274
[16/Jul/2019 15:15:32] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6374
[16/Jul/2019 15:15:32] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:15:38] "GET /admin/firetemplate/firewalltemplate/add/ HTTP/1.1" 200 6189
[16/Jul/2019 15:15:38] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:17:54] "GET /admin/firetemplate/firewalltemplate/add/ HTTP/1.1" 200 6189
[16/Jul/2019 15:17:54] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:17:56] "GET /admin/ HTTP/1.1" 200 8274
[16/Jul/2019 15:17:57] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6374
[16/Jul/2019 15:17:57] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
/usr/lib64/python2.7/site-packages/django/db/models/fields/__init__.py:1451: RuntimeWarning: DateTimeField FirewallTemplate.add_time received a naive datetime (2019-07-16 15:18:20.220209) while time zone support is active.
  RuntimeWarning)
[16/Jul/2019 15:18:20] "POST /admin/firetemplate/firewalltemplate/add/ HTTP/1.1" 302 0
[16/Jul/2019 15:18:20] "GET /admin/firetemplate/firewalltemplate/add/ HTTP/1.1" 200 6430
[16/Jul/2019 15:18:20] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:22] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:18:24] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6817
[16/Jul/2019 15:18:24] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:27] "GET /admin/firetemplate/firewalltemplate/5/change/ HTTP/1.1" 200 6478
[16/Jul/2019 15:18:27] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:29] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:18:32] "GET /admin/hosts/host/ HTTP/1.1" 200 6144
[16/Jul/2019 15:18:32] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:35] "GET /admin/hosts/host/2/change/ HTTP/1.1" 200 7811
[16/Jul/2019 15:18:35] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:40] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:18:42] "GET /admin/hosts/host/ HTTP/1.1" 200 6144
[16/Jul/2019 15:18:42] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:47] "GET /admin/hosts/host/add/ HTTP/1.1" 200 7481
[16/Jul/2019 15:18:47] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:50] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:18:52] "GET /admin/hosts/host/ HTTP/1.1" 200 6144
[16/Jul/2019 15:18:52] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:18:53] "GET /admin/hosts/host/2/change/ HTTP/1.1" 200 7811
[16/Jul/2019 15:18:53] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:19:07] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:19:09] "GET /admin/hosts/host/ HTTP/1.1" 200 6144
[16/Jul/2019 15:19:09] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:19:17] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:19:18] "GET /admin/rules/rulelist/ HTTP/1.1" 200 5722
[16/Jul/2019 15:19:19] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:19:21] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7187
[16/Jul/2019 15:19:21] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
Internal Server Error: /admin/rules/rulelist/2/change/
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/usr/lib64/python2.7/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/lib64/python2.7/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 552, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 149, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/views/decorators/cache.py", line 57, in _wrapped_view_func
    response = view_func(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/sites.py", line 224, in inner
    return view(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 1512, in change_view
    return self.changeform_view(request, object_id, form_url, extra_context)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 67, in _wrapper
    return bound_func(*args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 149, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 63, in bound_func
    return func.__get__(self, type(self))(*args2, **kwargs2)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 1409, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 1449, in _changeform_view
    self.save_model(request, new_object, form, not add)
  File "/opt/Firewall_Web/rules/admin.py", line 29, in save_model
    command = rule.format(**value)
KeyError: u'protocol'
[16/Jul/2019 15:19:43] "POST /admin/rules/rulelist/2/change/ HTTP/1.1" 500 115743
[16/Jul/2019 15:19:50] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7187
[16/Jul/2019 15:19:52] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:19:54] "GET /admin/firetemplate/firewalltemplate/ HTTP/1.1" 200 6817
[16/Jul/2019 15:19:54] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:19:56] "GET /admin/firetemplate/firewalltemplate/5/change/ HTTP/1.1" 200 6478
[16/Jul/2019 15:19:56] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:20:01] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:20:05] "GET /admin/hosts/host/ HTTP/1.1" 200 6144
[16/Jul/2019 15:20:05] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:20:08] "GET /admin/hosts/host/2/change/ HTTP/1.1" 200 7811
[16/Jul/2019 15:20:08] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:20:10] "GET /admin/hosts/host/ HTTP/1.1" 200 6144
[16/Jul/2019 15:20:18] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:20:20] "GET /admin/hosts/host/ HTTP/1.1" 200 6144
[16/Jul/2019 15:20:20] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:20:22] "GET /admin/ HTTP/1.1" 200 8340
[16/Jul/2019 15:20:24] "GET /admin/rules/rulelist/ HTTP/1.1" 200 5722
[16/Jul/2019 15:20:24] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:20:25] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7187
[16/Jul/2019 15:20:25] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
Internal Server Error: /admin/rules/rulelist/2/change/
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/usr/lib64/python2.7/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/usr/lib64/python2.7/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 552, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 149, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/views/decorators/cache.py", line 57, in _wrapped_view_func
    response = view_func(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/sites.py", line 224, in inner
    return view(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 1512, in change_view
    return self.changeform_view(request, object_id, form_url, extra_context)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 67, in _wrapper
    return bound_func(*args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 149, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/usr/lib64/python2.7/site-packages/django/utils/decorators.py", line 63, in bound_func
    return func.__get__(self, type(self))(*args2, **kwargs2)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 1409, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
  File "/usr/lib64/python2.7/site-packages/django/contrib/admin/options.py", line 1449, in _changeform_view
    self.save_model(request, new_object, form, not add)
  File "/opt/Firewall_Web/rules/admin.py", line 29, in save_model
    command = rule.format(**value)
KeyError: u'protocols'
[16/Jul/2019 15:20:31] "POST /admin/rules/rulelist/2/change/ HTTP/1.1" 500 115750
[16/Jul/2019 15:20:35] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7187
[16/Jul/2019 15:20:43] "POST /admin/rules/rulelist/2/change/ HTTP/1.1" 302 0
[16/Jul/2019 15:20:44] "GET /admin/rules/rulelist/ HTTP/1.1" 200 5918
[16/Jul/2019 15:20:44] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:23:04] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7186
[16/Jul/2019 15:23:04] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
Performing system checks...

System check identified no issues (0 silenced).
July 15, 2019 - 07:57:46
Django version 1.11.17, using settings 'Firewall_Web.settings'
Starting development server at http://[2001:da8:270:2020:f816:3eff:fea6:76a]:80/
Quit the server with CONTROL-C.
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x70148f10L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x70148f10L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x70148f10L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>>
too many values to unpack
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7814f4d0L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7814f4d0L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7814f4d0L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>>
too many values to unpack
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x70160f50L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x70160f50L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x70160f50L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>>
too many values to unpack
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x88093610L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x88093610L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x88093610L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>>
too many values to unpack
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7c1bb1d0L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7c1bb1d0L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7c1bb1d0L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>>
too many values to unpack
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7c1d4390L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7c1d4390L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x7c1d4390L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>>
too many values to unpack
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x88093910L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x88093910L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>> <paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x88093910L (cipher aes128-ctr, 128 bits) (active; 1 open channel(s))>>>
too many values to unpack
<paramiko.ChannelFile from <paramiko.Channel 0 (open) window=2097152 -> <paramiko.Transport at 0x88093810L ([16/Jul/2019 15:23:11] "POST /admin/rules/rulelist/2/change/ HTTP/1.1" 302 0
[16/Jul/2019 15:23:11] "GET /admin/rules/rulelist/ HTTP/1.1" 200 5918
[16/Jul/2019 15:23:11] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:23:25] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7186
[16/Jul/2019 15:23:25] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:23:30] "GET /admin/ HTTP/1.1" 200 8429
[16/Jul/2019 15:23:32] "GET /admin/rules/rulelist/ HTTP/1.1" 200 5715
[16/Jul/2019 15:23:32] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:23:34] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7186
[16/Jul/2019 15:23:34] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:23:53] "POST /admin/rules/rulelist/2/change/ HTTP/1.1" 302 0
[16/Jul/2019 15:23:53] "GET /admin/rules/rulelist/ HTTP/1.1" 200 5925
[16/Jul/2019 15:23:53] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:24:40] "GET /admin/rules/rulelist/2/change/ HTTP/1.1" 200 7187
[16/Jul/2019 15:24:41] "GET /admin/jsi18n/ HTTP/1.1" 200 7800
[16/Jul/2019 15:25:33] "GET /admin/ HTTP/1.1" 200 8429
[16/Jul/2019 15:25:55] "GET /admin/ HTTP/1.1" 200 8429
[23/Jul/2019 18:44:40] "GET /admin/ HTTP/1.1" 200 8429
[23/Jul/2019 18:44:40] "GET /static/admin/css/base.css HTTP/1.1" 304 0
[23/Jul/2019 18:44:41] "GET /static/admin/css/dashboard.css HTTP/1.1" 304 0
[23/Jul/2019 18:44:41] "GET /static/admin/css/fonts.css HTTP/1.1" 304 0
[23/Jul/2019 18:44:41] "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 304 0
[23/Jul/2019 18:44:41] "GET /static/admin/fonts/Roboto-Bold-webfont.woff HTTP/1.1" 304 0
[23/Jul/2019 18:44:41] "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 304 0
[23/Jul/2019 18:44:41] "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
[23/Jul/2019 18:44:41] "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
[20/Sep/2019 08:48:09] "GET / HTTP/1.1" 200 1714
Not Found: /favicon.ico
[20/Sep/2019 08:48:10] "GET /favicon.ico HTTP/1.1" 404 1992
[20/Sep/2019 08:48:24] "GET /admin/ HTTP/1.1" 302 0
[20/Sep/2019 08:48:24] "GET /admin/login/?next=/admin/ HTTP/1.1" 200 1652
[20/Sep/2019 08:48:24] "GET /static/admin/css/login.css HTTP/1.1" 200 1203
[20/Sep/2019 08:48:24] "GET /static/admin/css/base.css HTTP/1.1" 200 16066
[20/Sep/2019 08:48:24] "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
[20/Sep/2019 08:48:24] "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 80304
[20/Sep/2019 08:48:24] "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 81348
[24/Sep/2019 17:08:18] "GET / HTTP/1.1" 200 1714
Not Found: /favicon.ico
[24/Sep/2019 17:08:18] "GET /favicon.ico HTTP/1.1" 404 1992
[24/Sep/2019 17:08:21] "GET /admin/ HTTP/1.1" 302 0
[24/Sep/2019 17:08:21] "GET /admin/login/?next=/admin/ HTTP/1.1" 200 1652
[24/Sep/2019 17:08:22] "GET /static/admin/css/base.css HTTP/1.1" 200 16066
[24/Sep/2019 17:08:22] "GET /static/admin/css/login.css HTTP/1.1" 200 1203
[24/Sep/2019 17:08:22] "GET /static/admin/css/fonts.css HTTP/1.1" 200 423
[24/Sep/2019 17:08:22] "GET /static/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 81348
[24/Sep/2019 17:08:22] "GET /static/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 80304
